vehicle_id,p_start,p_temp,p_end,pre_routes,pre_regions,freq,label
73,"(116.41862, 39.85676)","(116.45709, 39.88291)","(116.45539, 39.93602)","('南三环东路', 'empty', '东三环北路')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",33,False
73,"(116.41862, 39.85676)","(116.45709, 39.88291)","(116.43799, 39.93239000000001)","('南三环东路', 'empty', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",45,False
73,"(116.41862, 39.85676)","(116.5961, 40.11675)","(116.46347, 39.96211)","('南三环东路', '顺平路', 'xiaoyun')","('dongtieying_fengtai', '望泉寺村_shunyi', 'niuwangmiao_chaoyang')",30,False
73,"(116.41862, 39.85676)","(116.54005, 40.05656)","(116.46347, 39.96211)","('南三环东路', '京密路', 'xiaoyun')","('dongtieying_fengtai', 'tianzhu_shunyi', 'niuwangmiao_chaoyang')",30,False
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.45483, 39.95412)","('南三环东路', 'xiaoyun', 'xiaoyun')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'niuwangmiao_chaoyang')",45,False
73,"(116.41862, 39.85676)","(116.46347, 39.96211)","(116.43799, 39.93239000000001)","('南三环东路', 'xiaoyun', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",34,False
73,"(116.41862, 39.85676)","(116.46776, 39.94468)","(116.45483, 39.95412)","('南三环东路', 'chaoyang_park', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",36,False
73,"(116.41738, 39.85652)","(116.37795, 39.8558)","(116.45709, 39.88291)","('南三环中路', 's._3rd_ring', 'empty')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",84,False
73,"(116.41738, 39.85652)","(116.37795, 39.8558)","(116.46347, 39.96211)","('南三环中路', 's._3rd_ring', 'xiaoyun')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",70,False
73,"(116.41738, 39.85652)","(116.37795, 39.8558)","(116.46776, 39.94468)","('南三环中路', 's._3rd_ring', 'chaoyang_park')","('dongtieying_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",42,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.45709, 39.88294000000001)","('南三环中路', 'empty', 'empty')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'nanmofang_chaoyang')",252,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.43977, 39.94919)","('南三环中路', 'empty', '新东路')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",32,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.5961, 40.11675)","('南三环中路', 'empty', '顺平路')","('dongtieying_fengtai', 'nanmofang_chaoyang', '望泉寺村_shunyi')",48,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.54005, 40.05656)","('南三环中路', 'empty', '京密路')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'tianzhu_shunyi')",76,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.46347, 39.96211)","('南三环中路', 'empty', 'xiaoyun')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",220,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.46776, 39.94468)","('南三环中路', 'empty', 'chaoyang_park')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'jiangtai_chaoyang')",132,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.45539, 39.93602)","('南三环中路', 'empty', '东三环北路')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",66,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.43799, 39.93239000000001)","('南三环中路', 'empty', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",90,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.43506, 39.92727)","('南三环中路', 'empty', '东营房胡同')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",44,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.42278, 39.93236)","('南三环中路', 'empty', 'dongsishitiao')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",46,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.43044, 39.9349)","('南三环中路', 'empty', 'dongzhong_jie')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",44,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.40254, 39.93026)","('南三环中路', 'empty', 'meishouguan_back_street')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",48,False
73,"(116.41738, 39.85652)","(116.45709, 39.88291)","(116.42051, 39.90504)","('南三环中路', 'empty', '北京站街')","('dongtieying_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",48,False
73,"(116.41738, 39.85652)","(116.45575, 39.91132)","(116.44732, 39.95075)","('南三环中路', 'e_3rd_ring', 'empty')","('dongtieying_fengtai', 'none_chaoyang', 'taiyanggong_chaoyang')",52,False
73,"(116.41738, 39.85652)","(116.45731, 39.94426)","(116.46347, 39.96211)","('南三环中路', 'north_nongzhanguan', 'xiaoyun')","('dongtieying_fengtai', 'dongfeng_chaoyang', 'niuwangmiao_chaoyang')",38,False
73,"(116.41738, 39.85652)","(116.43977, 39.94919)","(116.46347, 39.96211)","('南三环中路', '新东路', 'xiaoyun')","('dongtieying_fengtai', 'taiyanggong_chaoyang', 'niuwangmiao_chaoyang')",32,False
73,"(116.41738, 39.85652)","(116.5961, 40.11675)","(116.46347, 39.96211)","('南三环中路', '顺平路', 'xiaoyun')","('dongtieying_fengtai', '望泉寺村_shunyi', 'niuwangmiao_chaoyang')",60,False
73,"(116.41738, 39.85652)","(116.5961, 40.11675)","(116.46776, 39.94468)","('南三环中路', '顺平路', 'chaoyang_park')","('dongtieying_fengtai', '望泉寺村_shunyi', 'jiangtai_chaoyang')",36,False
73,"(116.41738, 39.85652)","(116.54005, 40.05656)","(116.46347, 39.96211)","('南三环中路', '京密路', 'xiaoyun')","('dongtieying_fengtai', 'tianzhu_shunyi', 'niuwangmiao_chaoyang')",60,False
73,"(116.41738, 39.85652)","(116.54005, 40.05656)","(116.46776, 39.94468)","('南三环中路', '京密路', 'chaoyang_park')","('dongtieying_fengtai', 'tianzhu_shunyi', 'jiangtai_chaoyang')",36,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.46776, 39.94468)","('南三环中路', 'xiaoyun', 'chaoyang_park')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'jiangtai_chaoyang')",48,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.45483, 39.95412)","('南三环中路', 'xiaoyun', 'xiaoyun')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'niuwangmiao_chaoyang')",90,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.45539, 39.93602)","('南三环中路', 'xiaoyun', '东三环北路')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",36,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.43799, 39.93239000000001)","('南三环中路', 'xiaoyun', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_chaoyang')",68,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.42278, 39.93236)","('南三环中路', 'xiaoyun', 'dongsishitiao')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",40,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.43044, 39.9349)","('南三环中路', 'xiaoyun', 'dongzhong_jie')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",40,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.40254, 39.93026)","('南三环中路', 'xiaoyun', 'meishouguan_back_street')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",40,False
73,"(116.41738, 39.85652)","(116.46347, 39.96211)","(116.42051, 39.90504)","('南三环中路', 'xiaoyun', '北京站街')","('dongtieying_fengtai', 'niuwangmiao_chaoyang', 'none_dongcheng')",40,False
73,"(116.41738, 39.85652)","(116.46776, 39.94468)","(116.46776, 39.94468)","('南三环中路', 'chaoyang_park', 'chaoyang_park')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'jiangtai_chaoyang')",30,False
73,"(116.41738, 39.85652)","(116.46776, 39.94468)","(116.45483, 39.95412)","('南三环中路', 'chaoyang_park', 'xiaoyun')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'niuwangmiao_chaoyang')",72,False
73,"(116.41738, 39.85652)","(116.46776, 39.94468)","(116.43799, 39.93239000000001)","('南三环中路', 'chaoyang_park', 'gongrentiyuchang_north')","('dongtieying_fengtai', 'jiangtai_chaoyang', 'none_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.45709, 39.88291)","('s._3rd_ring', 's._3rd_ring', 'empty')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'nanmofang_chaoyang')",216,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.45731, 39.94426)","('s._3rd_ring', 's._3rd_ring', 'north_nongzhanguan')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'dongfeng_chaoyang')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.43977, 39.94919)","('s._3rd_ring', 's._3rd_ring', '新东路')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'taiyanggong_chaoyang')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.5961, 40.11675)","('s._3rd_ring', 's._3rd_ring', '顺平路')","('xiluoyuan_fengtai', '万泉寺村_fengtai', '望泉寺村_shunyi')",45,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.54005, 40.05656)","('s._3rd_ring', 's._3rd_ring', '京密路')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'tianzhu_shunyi')",57,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.46347, 39.96211)","('s._3rd_ring', 's._3rd_ring', 'xiaoyun')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'niuwangmiao_chaoyang')",150,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.46776, 39.94468)","('s._3rd_ring', 's._3rd_ring', 'chaoyang_park')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'jiangtai_chaoyang')",90,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.45539, 39.93602)","('s._3rd_ring', 's._3rd_ring', '东三环北路')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_chaoyang')",45,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.43799, 39.93239000000001)","('s._3rd_ring', 's._3rd_ring', 'gongrentiyuchang_north')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.43506, 39.92727)","('s._3rd_ring', 's._3rd_ring', '东营房胡同')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_dongcheng')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.42278, 39.93236)","('s._3rd_ring', 's._3rd_ring', 'dongsishitiao')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_dongcheng')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.43044, 39.9349)","('s._3rd_ring', 's._3rd_ring', 'dongzhong_jie')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_dongcheng')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.40254, 39.93026)","('s._3rd_ring', 's._3rd_ring', 'meishouguan_back_street')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_dongcheng')",30,False
73,"(116.37795, 39.8558)","(116.32704, 39.84773)","(116.42051, 39.90504)","('s._3rd_ring', 's._3rd_ring', '北京站街')","('xiluoyuan_fengtai', '万泉寺村_fengtai', 'none_dongcheng')",30,False
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.45709, 39.88291)","('s._3rd_ring', '西三环中路', 'empty')","('xiluoyuan_fengtai', '太平桥村_fengtai', 'nanmofang_chaoyang')",38,False
73,"(116.37795, 39.8558)","(116.30392, 39.88436)","(116.46347, 39.96211)","('s._3rd_ring', '西三环中路', 'xiaoyun')","('xiluoyuan_fengtai', '太平桥村_fengtai', 'niuwangmiao_chaoyang')",30,False
73,"(116.37795, 39.8558)","(116.30157, 39.87866)","(116.45709, 39.88291)","('s._3rd_ring', '六里桥南路', 'empty')","('xiluoyuan_fengtai', '六里桥村_fengtai', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.30157, 39.87866)","(116.46347, 39.96211)","('s._3rd_ring', '六里桥南路', 'xiaoyun')","('xiluoyuan_fengtai', '六里桥村_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.30157, 39.87866)","(116.46776, 39.94468)","('s._3rd_ring', '六里桥南路', 'chaoyang_park')","('xiluoyuan_fengtai', '六里桥村_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.45709, 39.88291)","('s._3rd_ring', '南三环中路', 'empty')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'nanmofang_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.46347, 39.96211)","('s._3rd_ring', '南三环中路', 'xiaoyun')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'niuwangmiao_chaoyang')",50,False
73,"(116.37795, 39.8558)","(116.38902, 39.85549)","(116.46776, 39.94468)","('s._3rd_ring', '南三环中路', 'chaoyang_park')","('xiluoyuan_fengtai', 'guoyuan_fengtai', 'jiangtai_chaoyang')",30,False
73,"(116.37795, 39.8558)","(116.38175, 39.85588)","(116.45709, 39.88291)","('s._3rd_ring', '南三环', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.38175, 39.85588)","(116.46347, 39.96211)","('s._3rd_ring', '南三环', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.38175, 39.85588)","(116.46776, 39.94468)","('s._3rd_ring', '南三环', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.37784, 39.84403)","(116.45709, 39.88291)","('s._3rd_ring', 'jiaomen', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.37784, 39.84403)","(116.46347, 39.96211)","('s._3rd_ring', 'jiaomen', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.37784, 39.84403)","(116.46776, 39.94468)","('s._3rd_ring', 'jiaomen', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.37366000000002, 39.84729)","(116.45709, 39.88291)","('s._3rd_ring', 'majiabao', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.37366000000002, 39.84729)","(116.46347, 39.96211)","('s._3rd_ring', 'majiabao', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.37366000000002, 39.84729)","(116.46776, 39.94468)","('s._3rd_ring', 'majiabao', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.37432, 39.84896)","(116.45709, 39.88291)","('s._3rd_ring', 'north_jiaomen', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.37432, 39.84896)","(116.46347, 39.96211)","('s._3rd_ring', 'north_jiaomen', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.37432, 39.84896)","(116.46776, 39.94468)","('s._3rd_ring', 'north_jiaomen', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.39318, 39.85551)","(116.45709, 39.88291)","('s._3rd_ring', '永定门外大街', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'nanmofang_chaoyang')",80,False
73,"(116.37795, 39.8558)","(116.39318, 39.85551)","(116.46347, 39.96211)","('s._3rd_ring', '永定门外大街', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.39318, 39.85551)","(116.46776, 39.94468)","('s._3rd_ring', '永定门外大街', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_fengtai', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.39377, 39.86912)","(116.45709, 39.88291)","('s._3rd_ring', 'outer_yongdingmnn_str', 'empty')","('xiluoyuan_fengtai', 'xiluoyuan_dongcheng', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.39377, 39.86912)","(116.46347, 39.96211)","('s._3rd_ring', 'outer_yongdingmnn_str', 'xiaoyun')","('xiluoyuan_fengtai', 'xiluoyuan_dongcheng', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.39377, 39.86912)","(116.46776, 39.94468)","('s._3rd_ring', 'outer_yongdingmnn_str', 'chaoyang_park')","('xiluoyuan_fengtai', 'xiluoyuan_dongcheng', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.39982, 39.87056)","(116.45709, 39.88291)","('s._3rd_ring', '南二环', 'empty')","('xiluoyuan_fengtai', 'none_dongcheng', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.39982, 39.87056)","(116.46347, 39.96211)","('s._3rd_ring', '南二环', 'xiaoyun')","('xiluoyuan_fengtai', 'none_dongcheng', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.39982, 39.87056)","(116.46776, 39.94468)","('s._3rd_ring', '南二环', 'chaoyang_park')","('xiluoyuan_fengtai', 'none_dongcheng', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.43956, 39.88109)","(116.45709, 39.88291)","('s._3rd_ring', '东二环', 'empty')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'nanmofang_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.43956, 39.88109)","(116.46347, 39.96211)","('s._3rd_ring', '东二环', 'xiaoyun')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",60,False
73,"(116.37795, 39.8558)","(116.43956, 39.88109)","(116.46776, 39.94468)","('s._3rd_ring', '东二环', 'chaoyang_park')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'jiangtai_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.45709, 39.88294000000001)","('s._3rd_ring', 'empty', 'empty')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'nanmofang_chaoyang')",517,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.45575, 39.91132)","('s._3rd_ring', 'empty', 'e_3rd_ring')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",36,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.45731, 39.94426)","('s._3rd_ring', 'empty', 'north_nongzhanguan')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'dongfeng_chaoyang')",78,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43977, 39.94919)","('s._3rd_ring', 'empty', '新东路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",96,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.41834, 39.95804)","('s._3rd_ring', 'empty', '和平里北街')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",36,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.47468, 39.98018)","('s._3rd_ring', 'empty', '首都机场高速公路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'jiangtai_chaoyang')",48,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.54427, 40.02606)","('s._3rd_ring', 'empty', '首都机场高速公路_airport_expressway')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'qianweigou_chaoyang')",48,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.5961, 40.11675)","('s._3rd_ring', 'empty', '顺平路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', '望泉寺村_shunyi')",144,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.65932, 40.10845)","('s._3rd_ring', 'empty', '集汇大街')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', '平各庄村_shunyi')",48,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.62356, 40.11643)","('s._3rd_ring', 'empty', '西环路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', '石门村_shunyi')",48,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.55346000000002, 40.09052)","('s._3rd_ring', 'empty', 'jingshen_highway')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', '龙山村_shunyi')",54,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.54005, 40.05656)","('s._3rd_ring', 'empty', '京密路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'tianzhu_shunyi')",254,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.5023, 40.00436)","('s._3rd_ring', 'empty', 'capital_airport_side')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'beigao_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.46903, 39.96702)","('s._3rd_ring', 'empty', 'fangyuan_west')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.46347, 39.96211)","('s._3rd_ring', 'empty', 'xiaoyun')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'niuwangmiao_chaoyang')",660,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.46272, 39.95019)","('s._3rd_ring', 'empty', 'liangmaqiao')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'jiangtai_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.46776, 39.94468)","('s._3rd_ring', 'empty', 'chaoyang_park')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'jiangtai_chaoyang')",396,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.45539, 39.93602)","('s._3rd_ring', 'empty', '东三环北路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",202,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43799, 39.93239000000001)","('s._3rd_ring', 'empty', 'gongrentiyuchang_north')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",270,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43755, 39.92869)","('s._3rd_ring', 'empty', 'west_gongrentiyuchang')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43506, 39.92727)","('s._3rd_ring', 'empty', '东营房胡同')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",132,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.42278, 39.93236)","('s._3rd_ring', 'empty', 'dongsishitiao')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",146,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43044, 39.9349)","('s._3rd_ring', 'empty', 'dongzhong_jie')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",132,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.45101, 39.93987)","('s._3rd_ring', 'empty', 'dongzhimen_outer_street')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",88,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.44939, 39.92212)","('s._3rd_ring', 'empty', '朝阳北路')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.44451, 39.92162)","('s._3rd_ring', 'empty', '朝阳门外大街')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.44154, 39.92085)","('s._3rd_ring', 'empty', '朝外南街')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",66,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43487, 39.92291)","('s._3rd_ring', 'empty', 'outer_chaoyangmen_str')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.4309, 39.92809000000001)","('s._3rd_ring', 'empty', 'dongzhong_str')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",72,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43837, 39.93503)","('s._3rd_ring', 'empty', 'xingfucun_middle')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_chaoyang')",72,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.43717, 39.93509)","('s._3rd_ring', 'empty', 'shizipo_street')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",72,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.40254, 39.93026)","('s._3rd_ring', 'empty', 'meishouguan_back_street')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",144,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.41966, 39.92288)","('s._3rd_ring', 'empty', 'inner_chaoyangmen_str')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",72,False
73,"(116.37795, 39.8558)","(116.45709, 39.88291)","(116.42051, 39.90504)","('s._3rd_ring', 'empty', '北京站街')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'none_dongcheng')",144,False
73,"(116.37795, 39.8558)","(116.45678999999998, 39.87492)","(116.44732, 39.95075)","('s._3rd_ring', '松榆北路', 'empty')","('xiluoyuan_fengtai', 'nanmofang_chaoyang', 'taiyanggong_chaoyang')",60,False
